@relation bank-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V-weka.filters.supervised.instance.SpreadSubsample-M1.0-X0.0-S1

@attribute age numeric
@attribute job {unemployed,services,management,blue-collar,self-employed,technician,entrepreneur,admin.,student,housemaid,retired,unknown}
@attribute marital {married,single,divorced}
@attribute education {primary,secondary,tertiary,unknown}
@attribute default {no,yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact {cellular,unknown,telephone}
@attribute day numeric
@attribute month {oct,may,apr,jun,feb,aug,jan,jul,nov,sep,mar,dec}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute y {no,yes}

@data
52,self-employed,single,tertiary,no,1623,yes,no,unknown,5,jun,21,17,-1,0,no
50,technician,married,secondary,no,0,no,no,cellular,7,jul,152,2,-1,0,no
42,management,divorced,tertiary,no,0,no,no,unknown,20,jun,85,2,-1,0,no
26,technician,single,tertiary,no,1216,yes,no,cellular,16,apr,472,2,-1,0,no
47,services,married,secondary,no,51,yes,yes,unknown,16,may,312,1,-1,0,no
49,blue-collar,married,primary,no,1019,yes,no,cellular,16,apr,285,5,-1,0,no
26,management,single,secondary,no,565,yes,no,unknown,6,jun,582,11,-1,0,no
26,blue-collar,single,secondary,no,179,no,no,cellular,30,jul,103,3,-1,0,no
39,blue-collar,married,secondary,no,293,yes,no,unknown,23,may,160,3,-1,0,no
28,admin.,single,secondary,no,26,yes,no,cellular,7,may,227,2,-1,0,no
50,technician,married,secondary,no,-568,yes,yes,unknown,28,may,860,2,-1,0,no
40,management,single,secondary,no,192,yes,no,unknown,16,may,71,11,-1,0,no
37,technician,single,tertiary,no,6101,no,no,cellular,4,may,60,5,87,1,no
33,services,divorced,secondary,no,411,yes,no,unknown,8,may,216,1,-1,0,no
59,management,divorced,primary,no,133,yes,no,cellular,9,jul,206,1,-1,0,no
25,services,single,secondary,no,368,no,no,telephone,25,jul,168,1,-1,0,no
58,housemaid,married,secondary,no,2705,no,no,telephone,14,aug,137,1,-1,0,no
30,technician,single,tertiary,no,236,yes,no,unknown,16,may,197,1,-1,0,no
38,blue-collar,single,secondary,no,578,yes,no,unknown,21,may,112,2,-1,0,no
42,housemaid,married,primary,no,145,no,no,cellular,20,aug,252,2,-1,0,no
33,technician,divorced,secondary,no,9,no,no,cellular,21,aug,91,2,-1,0,no
44,management,married,tertiary,no,773,no,yes,cellular,9,jul,618,1,-1,0,no
34,blue-collar,married,primary,no,1666,yes,no,unknown,31,mar,30,1,-1,0,no
40,blue-collar,married,primary,no,1206,no,yes,telephone,16,jul,201,5,-1,0,no
49,services,single,secondary,no,133,no,no,unknown,11,jun,319,6,-1,0,no
58,technician,married,secondary,no,175,no,no,cellular,12,aug,92,4,-1,0,no
77,retired,married,primary,no,680,no,no,telephone,27,nov,341,4,94,3,no
47,self-employed,married,unknown,no,14,yes,no,cellular,15,may,142,1,-1,0,no
36,management,married,tertiary,no,61,no,yes,cellular,19,aug,452,2,-1,0,no
40,entrepreneur,married,primary,no,0,yes,no,cellular,11,jul,271,2,-1,0,no
34,management,single,tertiary,no,184,no,no,cellular,22,jul,203,4,-1,0,no
28,blue-collar,single,secondary,no,4229,yes,yes,cellular,5,may,205,2,-1,0,no
30,technician,married,tertiary,no,101,yes,yes,cellular,7,jul,187,3,-1,0,no
36,management,single,tertiary,no,678,no,yes,unknown,4,jul,85,3,-1,0,no
41,blue-collar,married,primary,no,7735,yes,no,cellular,20,nov,220,1,190,1,no
38,services,married,secondary,no,1,no,yes,cellular,21,nov,152,2,-1,0,no
32,technician,married,secondary,no,485,no,no,cellular,26,aug,98,14,-1,0,no
41,unemployed,married,tertiary,no,1666,no,no,unknown,9,jun,291,3,-1,0,no
35,blue-collar,married,secondary,no,305,yes,no,cellular,18,may,7,7,367,25,no
34,self-employed,married,secondary,no,-370,yes,no,unknown,21,may,748,1,-1,0,no
34,blue-collar,married,secondary,no,518,yes,no,cellular,11,may,206,1,-1,0,no
61,retired,married,secondary,no,76,yes,no,cellular,15,jul,195,7,-1,0,no
36,blue-collar,single,secondary,no,340,no,yes,unknown,16,jun,559,3,-1,0,no
36,services,single,secondary,no,398,yes,yes,unknown,17,jun,77,2,-1,0,no
40,admin.,single,secondary,no,2378,yes,no,unknown,2,jun,65,1,-1,0,no
54,retired,married,primary,no,0,yes,no,cellular,11,jul,159,2,-1,0,no
53,admin.,married,secondary,no,263,no,yes,cellular,18,jul,143,7,-1,0,no
52,technician,married,secondary,no,118,no,no,cellular,28,aug,16,20,-1,0,no
44,admin.,married,secondary,no,0,yes,yes,unknown,16,may,159,1,-1,0,no
57,self-employed,married,secondary,no,11494,no,no,cellular,19,nov,198,1,-1,0,no
29,technician,married,tertiary,no,43,yes,no,unknown,20,may,68,2,-1,0,no
48,management,married,tertiary,no,5887,no,no,cellular,13,aug,227,2,-1,0,no
60,retired,divorced,unknown,no,-49,yes,no,cellular,29,jan,188,1,261,2,no
27,services,single,secondary,yes,-1,no,no,cellular,22,jul,60,2,-1,0,no
53,management,married,primary,no,2096,no,no,unknown,9,jun,104,1,-1,0,no
42,admin.,married,secondary,no,4209,yes,no,unknown,5,jun,57,6,-1,0,no
31,entrepreneur,married,tertiary,no,5191,no,no,cellular,20,nov,187,2,-1,0,no
36,blue-collar,married,secondary,no,-461,no,no,cellular,11,may,254,2,353,1,no
40,management,married,unknown,no,419,yes,no,cellular,10,jul,347,1,-1,0,no
32,technician,single,tertiary,no,1059,yes,no,cellular,17,apr,115,1,-1,0,no
58,retired,married,secondary,no,764,no,no,cellular,12,aug,219,4,-1,0,no
40,management,single,unknown,no,838,yes,no,unknown,12,may,619,3,-1,0,no
31,management,single,tertiary,no,874,yes,no,cellular,18,nov,190,2,-1,0,no
23,services,married,secondary,no,-19,yes,no,unknown,20,jun,13,10,-1,0,no
23,student,married,tertiary,yes,-230,yes,no,cellular,18,may,259,2,-1,0,no
26,admin.,single,secondary,no,236,yes,yes,cellular,18,may,8,2,-1,0,no
47,blue-collar,married,secondary,yes,-614,yes,no,unknown,26,may,118,2,-1,0,no
49,technician,married,secondary,no,-147,yes,no,cellular,20,apr,390,1,-1,0,no
50,management,married,tertiary,no,78,yes,no,cellular,14,jan,218,3,161,9,no
43,technician,married,secondary,no,0,yes,yes,cellular,4,feb,539,8,204,5,no
55,blue-collar,divorced,primary,no,410,no,yes,cellular,11,jul,221,2,-1,0,no
38,blue-collar,married,secondary,no,0,yes,no,cellular,13,may,57,5,349,1,no
52,technician,married,secondary,no,64,no,no,telephone,29,aug,20,2,-1,0,no
36,management,married,tertiary,no,-296,yes,no,cellular,14,may,113,3,-1,0,no
55,unemployed,married,tertiary,no,383,no,no,unknown,6,may,343,3,-1,0,no
44,services,divorced,secondary,no,0,yes,yes,unknown,13,may,97,1,-1,0,no
35,management,married,secondary,no,839,yes,no,unknown,23,may,50,3,-1,0,no
53,blue-collar,married,secondary,no,-626,yes,no,cellular,9,jul,205,1,-1,0,no
32,entrepreneur,divorced,secondary,no,1121,yes,yes,cellular,16,apr,211,3,-1,0,no
43,management,married,secondary,no,-26,yes,no,unknown,16,may,343,1,-1,0,no
45,admin.,married,secondary,no,72,yes,yes,cellular,15,may,262,2,352,2,no
48,technician,married,secondary,no,127,no,yes,cellular,7,aug,524,5,-1,0,no
26,unemployed,single,secondary,no,461,no,no,cellular,28,jan,214,1,-1,0,no
51,admin.,married,secondary,no,423,yes,yes,cellular,16,oct,95,1,-1,0,no
34,self-employed,married,primary,no,712,yes,no,unknown,2,jun,326,3,-1,0,no
30,services,married,secondary,no,0,yes,no,unknown,9,may,20,1,-1,0,no
47,admin.,divorced,secondary,no,136,no,yes,cellular,23,jul,70,1,-1,0,no
27,unemployed,single,secondary,no,3276,no,no,cellular,5,aug,106,1,110,2,no
34,blue-collar,married,secondary,no,247,yes,yes,unknown,26,may,193,5,-1,0,no
38,entrepreneur,married,tertiary,no,1514,no,yes,cellular,21,nov,160,3,120,3,no
55,blue-collar,married,primary,no,627,yes,no,unknown,5,may,247,1,-1,0,no
45,management,married,tertiary,no,-192,yes,no,cellular,6,may,138,3,-1,0,no
47,technician,married,primary,no,145,yes,no,unknown,7,may,157,6,-1,0,no
49,admin.,married,secondary,no,2465,no,no,cellular,20,aug,157,3,-1,0,no
49,blue-collar,married,primary,no,474,yes,yes,telephone,9,feb,152,3,221,1,no
31,blue-collar,married,secondary,no,1660,yes,no,cellular,20,apr,342,1,-1,0,no
36,admin.,single,secondary,no,0,no,no,cellular,20,apr,637,1,-1,0,no
26,self-employed,single,tertiary,no,211,no,no,cellular,29,jan,168,3,-1,0,no
31,admin.,married,secondary,no,5,yes,yes,cellular,16,jul,101,7,-1,0,no
44,management,married,secondary,no,2984,yes,no,unknown,15,may,770,2,-1,0,no
55,self-employed,married,secondary,no,-196,yes,no,unknown,20,may,210,2,-1,0,no
35,technician,single,secondary,no,-51,no,no,unknown,2,jul,134,2,-1,0,no
29,self-employed,married,secondary,no,-76,yes,no,unknown,27,may,305,2,-1,0,no
37,technician,married,secondary,no,1633,yes,no,unknown,19,may,229,3,-1,0,no
27,management,single,tertiary,no,212,yes,no,cellular,15,may,373,1,-1,0,no
37,management,divorced,tertiary,no,168,yes,no,unknown,5,jun,227,1,-1,0,no
39,technician,married,secondary,no,147,yes,no,cellular,6,may,151,2,-1,0,no
35,technician,married,secondary,no,2789,yes,no,cellular,4,sep,256,2,94,1,no
38,services,married,secondary,no,0,no,yes,cellular,16,jul,1473,6,-1,0,no
48,retired,married,primary,no,5173,yes,no,unknown,18,jun,88,8,-1,0,no
28,services,single,secondary,no,317,yes,no,unknown,16,may,21,3,-1,0,no
54,management,married,primary,no,1691,yes,no,cellular,20,nov,186,1,-1,0,no
35,technician,married,secondary,no,2,no,no,telephone,28,jan,653,3,-1,0,no
37,management,married,tertiary,no,3288,no,no,cellular,8,aug,124,2,-1,0,no
54,management,divorced,tertiary,no,0,no,yes,cellular,10,jul,88,1,-1,0,no
46,management,divorced,tertiary,no,743,no,no,unknown,5,jun,36,2,-1,0,no
47,blue-collar,married,primary,no,320,no,no,telephone,30,jul,203,2,-1,0,no
33,management,married,tertiary,no,148,no,no,unknown,20,may,717,1,-1,0,no
42,admin.,married,secondary,no,-396,yes,no,cellular,11,may,80,1,308,4,no
44,management,married,tertiary,no,22,yes,no,cellular,6,aug,265,2,-1,0,no
47,technician,married,secondary,no,57,no,no,cellular,5,may,253,1,342,1,no
46,blue-collar,married,primary,no,1291,yes,no,cellular,14,may,142,3,259,17,no
33,blue-collar,married,secondary,no,0,yes,yes,cellular,28,jul,83,12,-1,0,no
48,services,single,primary,no,1499,yes,no,cellular,12,may,17,7,-1,0,no
47,technician,married,secondary,no,-75,yes,no,cellular,4,feb,57,1,247,1,no
47,admin.,married,secondary,no,2,no,no,cellular,10,jul,89,1,-1,0,no
51,blue-collar,divorced,secondary,no,78,yes,no,unknown,27,may,723,2,-1,0,no
37,admin.,married,secondary,no,749,no,no,cellular,21,apr,219,1,-1,0,no
58,management,married,tertiary,no,9339,yes,no,telephone,18,nov,52,3,172,3,no
44,technician,divorced,secondary,no,0,no,no,cellular,28,jul,264,5,-1,0,no
34,management,single,tertiary,no,84,no,no,cellular,5,feb,231,1,-1,0,no
27,technician,married,secondary,no,7,yes,no,unknown,15,may,98,2,-1,0,no
38,management,single,tertiary,no,11971,yes,no,unknown,17,nov,609,2,101,3,no
70,retired,married,primary,no,3782,no,no,cellular,16,mar,618,1,-1,0,no
53,management,married,tertiary,no,1319,yes,no,cellular,16,apr,427,1,150,1,no
49,technician,married,secondary,no,2718,no,no,unknown,19,may,114,2,-1,0,no
31,services,married,secondary,no,132,no,no,cellular,7,jul,148,1,152,1,no
60,retired,married,primary,no,0,no,no,telephone,30,jul,130,3,-1,0,no
49,entrepreneur,divorced,secondary,no,32,no,no,cellular,5,feb,128,1,-1,0,no
56,retired,married,secondary,no,-113,yes,yes,cellular,12,aug,614,2,-1,0,no
32,management,married,tertiary,no,0,no,no,cellular,19,nov,66,1,-1,0,no
55,services,divorced,primary,no,2923,yes,no,unknown,15,may,104,2,-1,0,no
49,admin.,married,secondary,no,635,no,no,cellular,25,aug,220,3,-1,0,no
39,self-employed,married,secondary,no,4722,yes,no,unknown,17,jun,483,1,-1,0,no
57,management,married,tertiary,no,929,no,no,cellular,19,aug,387,8,-1,0,no
42,unemployed,divorced,secondary,no,759,no,no,cellular,28,jan,97,1,169,3,no
41,blue-collar,married,primary,no,389,yes,no,unknown,16,jun,87,6,-1,0,no
28,admin.,single,secondary,no,177,yes,yes,cellular,6,may,150,1,-1,0,no
43,blue-collar,married,secondary,no,10910,yes,no,cellular,15,may,66,2,-1,0,no
38,self-employed,divorced,tertiary,no,1513,no,no,cellular,7,may,330,1,342,1,no
52,services,married,secondary,no,381,no,yes,cellular,25,aug,288,12,-1,0,no
36,management,married,secondary,no,80,yes,no,unknown,30,may,251,3,-1,0,no
47,admin.,single,secondary,no,2540,no,no,cellular,18,nov,110,5,-1,0,no
42,technician,single,secondary,no,0,no,no,cellular,21,aug,656,2,-1,0,no
27,technician,single,secondary,no,769,yes,no,unknown,9,may,317,2,-1,0,no
46,admin.,married,secondary,no,-121,yes,yes,cellular,8,jul,214,4,-1,0,no
37,management,married,primary,no,22856,no,no,cellular,2,jul,154,1,388,1,no
28,admin.,married,secondary,no,12,yes,no,cellular,30,jan,73,3,256,3,no
42,self-employed,married,secondary,no,97,no,no,cellular,10,jul,108,2,-1,0,no
28,management,single,tertiary,no,4937,yes,no,telephone,13,may,421,3,-1,0,no
24,student,single,secondary,no,508,yes,no,telephone,18,may,12,3,374,1,no
35,management,single,tertiary,no,747,no,no,cellular,23,feb,141,2,176,3,no
48,technician,married,secondary,no,340,yes,no,cellular,28,jan,255,2,-1,0,no
41,management,married,tertiary,no,666,yes,no,unknown,21,may,253,3,-1,0,no
27,blue-collar,single,primary,no,1209,no,no,cellular,29,jan,283,1,-1,0,no
45,technician,single,tertiary,no,0,yes,no,cellular,18,nov,139,2,-1,0,no
36,technician,married,tertiary,no,1109,no,no,cellular,13,aug,328,2,-1,0,no
44,management,single,tertiary,no,-1313,yes,yes,cellular,15,may,104,10,-1,0,no
37,blue-collar,married,secondary,no,346,yes,no,cellular,17,apr,390,1,316,1,no
46,technician,married,secondary,no,410,no,yes,cellular,21,nov,162,5,-1,0,no
51,blue-collar,married,primary,no,377,yes,no,telephone,3,feb,143,4,272,1,no
34,blue-collar,divorced,secondary,no,0,no,yes,unknown,21,may,339,1,-1,0,no
32,services,married,tertiary,no,4908,no,yes,cellular,13,may,491,2,-1,0,no
29,admin.,married,secondary,no,22171,yes,no,cellular,18,may,44,1,355,3,no
42,blue-collar,married,secondary,no,3052,yes,no,unknown,27,may,32,1,-1,0,no
30,blue-collar,married,secondary,no,6,yes,no,cellular,28,jan,241,3,-1,0,no
36,services,married,secondary,no,1746,yes,no,cellular,7,apr,15,1,316,1,no
26,self-employed,single,tertiary,no,1153,no,no,cellular,4,may,238,3,-1,0,no
30,blue-collar,married,secondary,no,-99,yes,no,cellular,15,may,144,5,-1,0,no
25,services,single,secondary,no,3217,yes,no,unknown,28,may,24,1,-1,0,no
36,management,single,tertiary,no,3875,yes,no,unknown,27,may,21,5,-1,0,no
59,housemaid,married,primary,no,0,no,no,cellular,27,aug,76,11,-1,0,no
33,technician,single,secondary,no,1279,yes,no,cellular,18,may,239,2,349,3,no
48,blue-collar,married,secondary,no,157,yes,no,unknown,6,may,73,1,-1,0,no
34,technician,single,tertiary,no,228,yes,no,cellular,22,jul,387,4,-1,0,no
40,self-employed,married,primary,no,92,yes,no,unknown,13,may,92,1,-1,0,no
39,technician,married,unknown,no,839,no,no,unknown,30,may,825,2,-1,0,no
23,services,single,tertiary,no,363,yes,no,unknown,30,may,16,18,-1,0,no
58,management,married,primary,no,76,yes,no,telephone,18,may,54,4,-1,0,no
27,services,single,secondary,no,266,no,yes,cellular,7,jul,232,1,-1,0,no
52,technician,married,secondary,no,1781,yes,no,unknown,19,may,144,2,-1,0,no
40,self-employed,single,tertiary,no,2893,no,no,cellular,2,jun,76,3,-1,0,no
30,blue-collar,single,secondary,no,178,yes,no,unknown,20,may,747,5,-1,0,no
28,unemployed,single,secondary,no,16,no,no,cellular,12,aug,119,4,-1,0,no
24,retired,single,secondary,no,366,no,yes,unknown,16,may,234,2,-1,0,no
29,services,single,secondary,no,209,yes,no,cellular,28,jul,487,7,-1,0,no
28,admin.,single,secondary,no,1323,yes,no,unknown,3,jun,361,1,-1,0,no
31,admin.,married,primary,no,355,yes,yes,unknown,4,jun,61,6,-1,0,no
33,blue-collar,single,secondary,no,142,yes,no,cellular,14,may,123,1,360,3,no
39,blue-collar,married,primary,no,1506,yes,no,cellular,11,may,299,2,-1,0,no
38,management,single,tertiary,no,16957,yes,no,telephone,29,jan,208,1,247,2,no
40,self-employed,married,secondary,no,2,no,no,cellular,22,aug,197,5,-1,0,no
39,management,married,secondary,no,1072,yes,no,unknown,27,may,1168,2,-1,0,no
40,services,single,secondary,no,65,yes,no,cellular,15,may,15,3,-1,0,no
35,housemaid,married,tertiary,no,20,yes,yes,cellular,17,jul,505,3,-1,0,no
57,blue-collar,married,primary,no,5431,yes,yes,unknown,6,may,383,1,-1,0,no
41,technician,married,tertiary,no,177,yes,no,telephone,11,jul,117,2,-1,0,no
40,technician,single,tertiary,no,226,no,no,cellular,15,jan,176,2,-1,0,no
34,unemployed,married,secondary,no,0,yes,no,cellular,13,may,172,1,-1,0,no
48,management,married,tertiary,no,363,no,no,cellular,18,nov,67,1,-1,0,no
42,management,divorced,tertiary,no,401,yes,no,cellular,24,jul,217,9,-1,0,no
49,technician,married,primary,no,230,yes,no,unknown,8,may,96,1,-1,0,no
27,self-employed,single,secondary,no,50,no,no,cellular,29,jan,168,1,-1,0,no
28,technician,single,secondary,no,2034,yes,no,unknown,21,may,196,1,-1,0,no
32,admin.,single,tertiary,no,-59,no,yes,unknown,4,jul,192,1,-1,0,no
53,technician,divorced,secondary,no,751,yes,no,unknown,16,may,343,4,-1,0,no
49,technician,married,secondary,no,5996,no,no,telephone,21,nov,345,2,-1,0,no
40,admin.,single,secondary,no,263,yes,no,unknown,6,may,231,1,-1,0,no
43,management,single,tertiary,no,146,no,no,cellular,21,nov,50,1,113,5,no
32,blue-collar,married,secondary,no,9,yes,no,cellular,17,apr,334,2,-1,0,no
54,entrepreneur,married,tertiary,no,1544,no,yes,cellular,5,feb,85,7,196,3,no
48,technician,single,tertiary,no,-551,yes,no,cellular,11,may,168,2,-1,0,no
43,entrepreneur,married,secondary,no,59,no,no,unknown,13,may,437,2,-1,0,no
47,self-employed,married,secondary,yes,2,no,no,cellular,5,feb,236,2,-1,0,no
32,services,single,unknown,no,6145,yes,no,cellular,14,may,362,1,287,13,no
55,services,married,secondary,no,-31,no,yes,cellular,13,aug,81,2,-1,0,no
36,services,single,secondary,no,1482,yes,no,cellular,18,nov,177,2,174,1,no
28,management,single,tertiary,no,1466,yes,no,cellular,25,jul,40,1,-1,0,no
54,management,married,tertiary,no,3,no,yes,cellular,8,jul,443,1,-1,0,no
31,technician,single,secondary,no,1094,yes,no,unknown,12,jun,93,8,-1,0,no
32,blue-collar,married,secondary,no,-32,yes,no,cellular,12,may,145,1,-1,0,no
32,technician,married,secondary,no,3333,no,no,cellular,8,aug,50,4,-1,0,no
58,blue-collar,married,primary,no,73,no,no,unknown,17,jun,116,1,-1,0,no
54,blue-collar,married,primary,no,2281,yes,no,unknown,20,jun,158,1,-1,0,no
31,services,married,secondary,no,-230,yes,yes,cellular,16,jul,715,1,-1,0,no
57,admin.,married,secondary,no,367,no,no,telephone,16,nov,107,2,-1,0,no
45,entrepreneur,married,secondary,no,128,no,yes,cellular,18,nov,275,2,-1,0,no
30,services,married,secondary,no,227,no,yes,unknown,3,jun,23,1,-1,0,no
26,technician,single,secondary,no,2610,yes,yes,unknown,2,jun,626,1,-1,0,no
26,management,single,tertiary,no,592,no,no,telephone,29,jan,145,2,164,1,no
47,blue-collar,married,secondary,no,3285,no,no,cellular,31,jul,248,5,-1,0,no
49,blue-collar,married,unknown,no,3096,no,no,unknown,16,jun,147,2,-1,0,no
58,blue-collar,married,secondary,no,590,no,yes,unknown,5,jun,133,1,-1,0,no
50,blue-collar,married,secondary,no,181,yes,no,cellular,17,apr,599,2,-1,0,no
28,blue-collar,married,secondary,no,100,yes,yes,unknown,27,may,132,2,-1,0,no
27,services,single,secondary,no,3354,yes,no,cellular,14,may,493,5,-1,0,no
39,entrepreneur,married,tertiary,no,2,yes,no,cellular,17,nov,180,1,-1,0,no
57,retired,married,primary,no,75,no,no,cellular,28,aug,118,2,-1,0,no
30,technician,single,secondary,no,102,yes,no,unknown,7,may,614,2,-1,0,no
38,technician,married,secondary,no,821,yes,yes,cellular,17,nov,224,2,180,1,no
53,unknown,married,unknown,no,13,no,no,telephone,28,jan,69,1,-1,0,no
55,unemployed,married,tertiary,no,4809,yes,no,cellular,21,nov,223,2,186,3,no
33,technician,single,tertiary,no,125,no,no,telephone,29,aug,66,2,-1,0,no
46,services,divorced,secondary,no,5,yes,yes,cellular,29,jan,305,2,-1,0,no
48,admin.,married,secondary,no,8,no,yes,cellular,7,jul,46,1,-1,0,no
34,technician,married,secondary,no,351,yes,no,cellular,18,jul,467,1,-1,0,no
39,entrepreneur,married,secondary,no,0,no,no,cellular,21,nov,108,7,-1,0,no
26,technician,single,secondary,no,1275,yes,no,unknown,20,jun,18,9,-1,0,no
39,management,single,tertiary,no,3797,no,no,cellular,2,jun,96,2,-1,0,no
31,technician,single,secondary,no,775,no,no,cellular,2,feb,361,1,-1,0,no
34,technician,single,secondary,no,179,no,no,cellular,19,aug,294,3,-1,0,no
